invoice_id,customer_id,invoice_date,due_date,amount_due,tax_amount,total_amount,status
INV1A559E413C,CUST100045843,2026-02-12,2026-03-05,342.95,27.44,370.39,Unpaid
INV1322538AFA,CUST100021172,2026-07-14,2026-08-04,201.47,16.12,217.59,Partially Paid
INVCF1BAFEE35,CUST100077422,2025-11-29,2025-12-20,142.9,11.43,154.33,Paid
INV23A014F566,CUST100053630,2025-10-07,2025-10-28,98.53,7.88,106.41,Paid
INVB7A71EB314,CUST100017454,2026-06-29,2026-07-20,119.54,9.56,129.1,Paid
INVBBD1700005,CUST100066663,2026-07-16,2026-08-06,364.46,29.16,393.62,Overdue
INV9B27B6A802,CUST100015849,2025-11-14,2025-12-05,357.2,28.58,385.78,Paid
INVA1F1A31D62,CUST100034675,2025-12-02,2025-12-23,55.83,4.47,60.3,Unpaid
INVFB6BF90B2E,CUST100089559,2026-01-09,2026-01-30,59.76,4.78,64.54,Partially Paid
INVCBA64B7F7E,CUST100001135,2026-04-26,2026-05-17,344.15,27.53,371.68,Paid
INVDD7AC7B2C8,CUST100073612,2026-01-21,2026-02-11,363.01,29.04,392.05,Partially Paid
INVEBBE633B63,CUST100040139,2025-08-27,2025-09-17,90.49,7.24,97.73,Partially Paid
INVB15B50B10E,CUST100055317,2025-11-02,2025-11-23,290.75,23.26,314.01,Paid
INVBA89817410,CUST100037574,2026-06-04,2026-06-25,45.81,3.66,49.47,Overdue
INV7B454793DC,CUST100015528,2026-04-23,2026-05-14,382.79,30.62,413.41,Paid
INV954D4E8B7B,CUST100036624,2025-11-14,2025-12-05,63.26,5.06,68.32,Overdue
INV0553807165,CUST100093588,2026-04-18,2026-05-09,165.77,13.26,179.03,Unpaid
INVCE279C7EE8,CUST100065165,2026-06-30,2026-07-21,256.92,20.55,277.47,Paid
INV6CE92A1285,CUST100098991,2026-03-14,2026-04-04,311.37,24.91,336.28,Paid
INVE59D717116,CUST100040061,2026-04-03,2026-04-24,78.41,6.27,84.68,Paid
INVAB65EA282C,CUST100003088,2026-05-15,2026-06-05,136.59,10.93,147.52,Paid
INVEFA1F936A8,CUST100055203,2025-12-15,2026-01-05,377.44,30.2,407.64,Paid
INVD8B2946E4B,CUST100012197,2025-12-07,2025-12-28,361.97,28.96,390.93,Paid
INVBCE1F79235,CUST100015739,2025-12-19,2026-01-09,41.46,3.32,44.78,Unpaid
INVE09AAC277F,CUST100065348,2026-01-24,2026-02-14,311.76,24.94,336.7,Paid
INV4245763AFB,CUST100040252,2026-01-17,2026-02-07,238.96,19.12,258.08,Paid
INV4BCF6E168C,CUST100049843,2025-12-20,2026-01-10,340.89,27.27,368.16,Paid
INVB57074FAE2,CUST100074519,2026-04-30,2026-05-21,134.54,10.76,145.3,Paid
INVC908684BAA,CUST100004114,2025-12-31,2026-01-21,193.08,15.45,208.53,Unpaid
INVA6D457671A,CUST100037684,2026-07-13,2026-08-03,228.41,18.27,246.68,Overdue
INV8BB2F025F2,CUST100022888,2026-01-02,2026-01-23,57.65,4.61,62.26,Paid
INV9237309A86,CUST100052969,2025-09-28,2025-10-19,261.21,20.9,282.11,Unpaid
INV4C6DF2D912,CUST100062744,2025-09-25,2025-10-16,232.28,18.58,250.86,Paid
INVA3D046A5EA,CUST100013821,2025-12-16,2026-01-06,278.86,22.31,301.17,Paid
INV78FF315A34,CUST100022709,2025-09-06,2025-09-27,311.93,24.95,336.88,Paid
INV1F11FFF50C,CUST100071227,2026-06-15,2026-07-06,217.52,17.4,234.92,Paid
INV8EB41E8D2F,CUST100019928,2026-04-23,2026-05-14,291.2,23.3,314.5,Paid
INV3C444E50B8,CUST100034238,2026-04-16,2026-05-07,30.75,2.46,33.21,Paid
INV833313D64E,CUST100009365,2026-06-25,2026-07-16,206.96,16.56,223.52,Paid
INVF9BFABEC6C,CUST100008687,2026-02-26,2026-03-19,144.13,11.53,155.66,Unpaid
INV9BF02620D3,CUST100003696,2026-02-17,2026-03-10,164.53,13.16,177.69,Paid
INVF4C6CF3C65,CUST100031090,2026-02-27,2026-03-20,79.24,6.34,85.58,Unpaid
INV4108788378,CUST100067655,2025-09-04,2025-09-25,55.14,4.41,59.55,Paid
INV06A1435FC1,CUST100042481,2025-11-04,2025-11-25,137.04,10.96,148.0,Partially Paid
INVAD874F8667,CUST100029758,2025-11-19,2025-12-10,255.95,20.48,276.43,Partially Paid
INVB58C60C5C7,CUST100069905,2025-08-12,2025-09-02,84.02,6.72,90.74,Paid
INV9E450B4757,CUST100061362,2025-08-19,2025-09-09,199.88,15.99,215.87,Partially Paid
INVDAD9DA7E7D,CUST100069354,2026-02-22,2026-03-15,222.29,17.78,240.07,Unpaid
INV2C96E54494,CUST100055946,2025-09-01,2025-09-22,367.29,29.38,396.67,Paid
INVD462B991A0,CUST100037419,2026-03-04,2026-03-25,55.47,4.44,59.91,Paid
INVCD0E8EBEC4,CUST100009510,2026-03-16,2026-04-06,126.4,10.11,136.51,Overdue
INVDC95D34B54,CUST100000716,2025-12-21,2026-01-11,27.18,2.17,29.35,Paid
INV18AFEE9F92,CUST100004510,2026-01-11,2026-02-01,79.2,6.34,85.54,Paid
INV881D92AC8A,CUST100019861,2026-05-14,2026-06-04,164.38,13.15,177.53,Paid
INVF5F89368A9,CUST100053511,2025-10-16,2025-11-06,215.23,17.22,232.45,Paid
INVEB3C7FB04B,CUST100035466,2026-03-03,2026-03-24,280.48,22.44,302.92,Paid
INVFF3E3488B2,CUST100061371,2026-04-09,2026-04-30,218.57,17.49,236.06,Overdue
INV91811949C1,CUST100077334,2026-05-19,2026-06-09,213.12,17.05,230.17,Paid
INV627101B817,CUST100011007,2025-12-06,2025-12-27,316.89,25.35,342.24,Paid
INV7CCDB4C902,CUST100022202,2026-04-30,2026-05-21,147.58,11.81,159.39,Paid
INV49BAADCAE2,CUST100056643,2026-03-12,2026-04-02,22.61,1.81,24.42,Paid
INV06DAE64647,CUST100006438,2026-05-17,2026-06-07,54.75,4.38,59.13,Overdue
INVACE928BFCE,CUST100066765,2025-11-12,2025-12-03,140.95,11.28,152.23,Paid
INVFB2C7A1FE2,CUST100077455,2026-04-14,2026-05-05,100.72,8.06,108.78,Unpaid
INV3673F4AF68,CUST100082144,2025-09-21,2025-10-12,175.04,14.0,189.04,Paid
INV21DDFC979E,CUST100058766,2026-01-19,2026-02-09,186.34,14.91,201.25,Paid
INVDAFDBB9051,CUST100082957,2025-09-16,2025-10-07,235.49,18.84,254.33,Overdue
INV1DA455CE58,CUST100046941,2026-06-23,2026-07-14,108.09,8.65,116.74,Paid
INV3BF909CA05,CUST100052473,2025-08-01,2025-08-22,32.93,2.63,35.56,Paid
INV62423AC860,CUST100007369,2026-07-06,2026-07-27,154.34,12.35,166.69,Paid
INV03214FB238,CUST100012620,2026-01-26,2026-02-16,160.92,12.87,173.79,Paid
INVFA43C68B5B,CUST100046006,2025-08-07,2025-08-28,298.9,23.91,322.81,Paid
INVF0A40153D6,CUST100044911,2026-04-09,2026-04-30,243.63,19.49,263.12,Paid
INV9111A57EDD,CUST100082174,2025-10-20,2025-11-10,89.95,7.2,97.15,Unpaid
INV65F6147D69,CUST100018468,2026-06-17,2026-07-08,89.64,7.17,96.81,Paid
INV4172731171,CUST100059007,2025-08-15,2025-09-05,344.12,27.53,371.65,Paid
INV357246FAE3,CUST100082295,2026-06-10,2026-07-01,113.36,9.07,122.43,Partially Paid
INV6437D13089,CUST100044320,2026-07-22,2026-08-12,313.73,25.1,338.83,Overdue
INVC6CFF85D50,CUST100062735,2025-08-21,2025-09-11,154.79,12.38,167.17,Unpaid
INV27DBE2731F,CUST100056088,2025-12-04,2025-12-25,366.71,29.34,396.05,Paid
INV047EC6FD50,CUST100097631,2026-05-27,2026-06-17,293.32,23.47,316.79,Paid
INVBC3A75DE76,CUST100013554,2026-02-16,2026-03-09,396.64,31.73,428.37,Overdue
INV0D6EDD763B,CUST100084097,2026-03-11,2026-04-01,259.13,20.73,279.86,Paid
INVEEFB9885B1,CUST100095280,2025-08-23,2025-09-13,112.17,8.97,121.14,Paid
INVB402E21405,CUST100063265,2026-07-09,2026-07-30,287.75,23.02,310.77,Paid
INVEA601F34B0,CUST100066197,2025-12-06,2025-12-27,111.54,8.92,120.46,Overdue
INV396B698272,CUST100013428,2026-03-27,2026-04-17,338.07,27.05,365.12,Paid
INV8934761137,CUST100089215,2026-02-10,2026-03-03,58.74,4.7,63.44,Paid
INVE9EBF8D2AB,CUST100012678,2025-11-14,2025-12-05,360.53,28.84,389.37,Partially Paid
INVF52B46A27D,CUST100061113,2026-02-26,2026-03-19,93.92,7.51,101.43,Overdue
INV02C7F24482,CUST100059846,2026-02-16,2026-03-09,372.86,29.83,402.69,Unpaid
INVDC493731E7,CUST100084229,2026-07-09,2026-07-30,265.53,21.24,286.77,Paid
INVB8F2DC4D0A,CUST100034290,2026-04-26,2026-05-17,261.8,20.94,282.74,Unpaid
INV824D016547,CUST100021373,2025-12-05,2025-12-26,329.16,26.33,355.49,Paid
INVBE19A0DC68,CUST100076375,2025-10-19,2025-11-09,308.04,24.64,332.68,Paid
INV89B97471B0,CUST100074711,2025-09-02,2025-09-23,262.16,20.97,283.13,Paid
INV44D3C9856A,CUST100008886,2025-08-27,2025-09-17,69.29,5.54,74.83,Paid
INV4709350CB9,CUST100055400,2026-05-21,2026-06-11,114.21,9.14,123.35,Paid
INV1C28E18144,CUST100075419,2026-06-05,2026-06-26,399.15,31.93,431.08,Overdue
INV31A6BD1BD4,CUST100034920,2025-10-25,2025-11-15,312.26,24.98,337.24,Paid
INVB0E0B22A6C,CUST100065695,2025-08-24,2025-09-14,297.7,23.82,321.52,Paid
INV4A31DC53E7,CUST100029345,2025-09-07,2025-09-28,63.13,5.05,68.18,Paid
INV4D9E09014E,CUST100019369,2026-07-09,2026-07-30,250.25,20.02,270.27,Paid
INVAFB847CD5D,CUST100018252,2025-11-11,2025-12-02,386.33,30.91,417.24,Partially Paid
INVB99BE97B05,CUST100014098,2026-04-05,2026-04-26,327.56,26.2,353.76,Unpaid
INVBE61E256D0,CUST100013162,2025-10-04,2025-10-25,125.48,10.04,135.52,Paid
INVD061FED4F6,CUST100052519,2026-06-17,2026-07-08,250.04,20.0,270.04,Paid
INV633A34F46F,CUST100074654,2026-04-12,2026-05-03,271.09,21.69,292.78,Overdue
INV5AD7A1EA91,CUST100099125,2025-10-09,2025-10-30,287.03,22.96,309.99,Paid
INV9443472791,CUST100047253,2025-10-03,2025-10-24,31.99,2.56,34.55,Unpaid
INV7512F8E8D5,CUST100030371,2025-11-26,2025-12-17,175.58,14.05,189.63,Partially Paid
INVF601F609B8,CUST100059029,2025-08-07,2025-08-28,177.12,14.17,191.29,Paid
INV9B38D6860F,CUST100011005,2026-02-16,2026-03-09,194.11,15.53,209.64,Partially Paid
INVFF0408FBAB,CUST100011158,2025-11-12,2025-12-03,28.45,2.28,30.73,Paid
INV88194CDF91,CUST100020892,2025-09-28,2025-10-19,77.77,6.22,83.99,Paid
INV2F7F8DD39C,CUST100031844,2025-11-19,2025-12-10,345.84,27.67,373.51,Paid
INV9FB7B870DE,CUST100057068,2025-11-09,2025-11-30,182.47,14.6,197.07,Paid
INVC8770E79F8,CUST100087348,2025-12-09,2025-12-30,350.42,28.03,378.45,Paid
INV86EECB0028,CUST100071775,2026-06-30,2026-07-21,327.57,26.21,353.78,Unpaid
INV9DFC218F78,CUST100042162,2026-06-28,2026-07-19,356.95,28.56,385.51,Paid
INVA2178E4E32,CUST100032879,2026-05-03,2026-05-24,77.81,6.22,84.03,Paid
INV3996E873C6,CUST100074803,2025-12-26,2026-01-16,54.22,4.34,58.56,Overdue
INVB73B86BEBA,CUST100077834,2025-11-24,2025-12-15,55.67,4.45,60.12,Paid
INVB4F23248DB,CUST100025162,2025-12-20,2026-01-10,96.42,7.71,104.13,Paid
INVB78F152FEA,CUST100023430,2026-03-26,2026-04-16,356.56,28.52,385.08,Paid
INVA3A39992D8,CUST100022269,2025-08-10,2025-08-31,93.81,7.5,101.31,Paid
INVDFA20137F9,CUST100078788,2025-09-10,2025-10-01,222.65,17.81,240.46,Paid
INVF97A6A4F8F,CUST100038954,2025-11-12,2025-12-03,284.41,22.75,307.16,Paid
INVB27546A153,CUST100007881,2026-01-27,2026-02-17,196.77,15.74,212.51,Unpaid
INVF191F56E35,CUST100057169,2026-05-04,2026-05-25,182.79,14.62,197.41,Overdue
INV4F4E298A12,CUST100068198,2026-04-17,2026-05-08,128.25,10.26,138.51,Overdue
INV34320A1A21,CUST100008790,2026-06-10,2026-07-01,150.53,12.04,162.57,Paid
INVCF788F582D,CUST100031261,2025-09-29,2025-10-20,212.84,17.03,229.87,Overdue
INVE1B391801E,CUST100029703,2025-08-28,2025-09-18,364.37,29.15,393.52,Unpaid
INVAEE5E9EF1F,CUST100099083,2026-04-22,2026-05-13,333.68,26.69,360.37,Paid
INV18199F94AE,CUST100083998,2026-06-26,2026-07-17,355.21,28.42,383.63,Paid
INV834AAD22D3,CUST100096470,2025-09-06,2025-09-27,32.1,2.57,34.67,Partially Paid
INVCC7EA9293D,CUST100050059,2025-10-11,2025-11-01,110.64,8.85,119.49,Paid
INV7814113908,CUST100092742,2026-06-15,2026-07-06,291.63,23.33,314.96,Partially Paid
INVDFF2450FE5,CUST100032166,2026-06-03,2026-06-24,136.44,10.92,147.36,Partially Paid
INVA6A98D8965,CUST100029991,2026-05-22,2026-06-12,393.51,31.48,424.99,Unpaid
INV54D1A63F9B,CUST100043775,2025-11-24,2025-12-15,163.11,13.05,176.16,Paid
INVA14F44C49F,CUST100073081,2025-12-24,2026-01-14,250.21,20.02,270.23,Unpaid
INV168769E235,CUST100044652,2026-06-28,2026-07-19,391.85,31.35,423.2,Unpaid
INV1E22592A42,CUST100094585,2026-07-20,2026-08-10,381.2,30.5,411.7,Paid
INV2D03DC8E24,CUST100084033,2026-07-01,2026-07-22,310.22,24.82,335.04,Paid
INV201964DB07,CUST100060540,2025-10-31,2025-11-21,315.83,25.27,341.1,Paid
INV95551FD2AF,CUST100028970,2025-10-25,2025-11-15,342.34,27.39,369.73,Paid
INV5418E8DBBB,CUST100076149,2026-04-13,2026-05-04,250.45,20.04,270.49,Paid
INVE69A5FA835,CUST100063065,2026-05-31,2026-06-21,161.68,12.93,174.61,Paid
INV4119E3F6B7,CUST100039413,2025-08-23,2025-09-13,188.67,15.09,203.76,Paid
INV05AE40F0D3,CUST100000721,2025-09-06,2025-09-27,36.47,2.92,39.39,Paid
INVE8A1732D80,CUST100073770,2025-08-05,2025-08-26,244.21,19.54,263.75,Paid
INVBAB6EC6C73,CUST100033348,2026-06-12,2026-07-03,374.25,29.94,404.19,Unpaid
INVDD81E3CE19,CUST100078517,2026-04-23,2026-05-14,339.81,27.18,366.99,Unpaid
INVE30C2BD7B8,CUST100055412,2025-09-24,2025-10-15,132.06,10.56,142.62,Unpaid
INV78698E6446,CUST100048214,2026-07-13,2026-08-03,185.25,14.82,200.07,Paid
INV323A9D44A4,CUST100027930,2025-09-10,2025-10-01,199.5,15.96,215.46,Overdue
INVA6E6711113,CUST100020346,2026-03-16,2026-04-06,176.17,14.09,190.26,Paid
INVA560E6FAE9,CUST100020003,2026-04-01,2026-04-22,361.17,28.89,390.06,Paid
INV2C6735D269,CUST100073226,2026-04-21,2026-05-12,287.32,22.99,310.31,Paid
INVC8EA86A9C4,CUST100069944,2025-11-04,2025-11-25,271.29,21.7,292.99,Paid
INVDB8C5C4D0C,CUST100031759,2026-03-11,2026-04-01,386.94,30.96,417.9,Paid
INVBA31D6DE82,CUST100094778,2026-03-18,2026-04-08,187.12,14.97,202.09,Paid
INVD4CEA35876,CUST100067539,2026-02-19,2026-03-12,250.98,20.08,271.06,Overdue
INVB78E8E9820,CUST100020255,2025-12-13,2026-01-03,110.14,8.81,118.95,Overdue
INV9DCEDD5DF5,CUST100027993,2026-06-04,2026-06-25,157.23,12.58,169.81,Partially Paid
INV98D8511A8B,CUST100064482,2026-03-03,2026-03-24,159.95,12.8,172.75,Paid
INV70043CA3DA,CUST100042919,2025-08-16,2025-09-06,148.16,11.85,160.01,Paid
INVA89B86B2C1,CUST100089837,2025-10-31,2025-11-21,108.86,8.71,117.57,Unpaid
INV644A413D3F,CUST100080669,2025-09-16,2025-10-07,322.87,25.83,348.7,Paid
INVAB82021F7F,CUST100018015,2026-01-04,2026-01-25,97.79,7.82,105.61,Paid
INVDAF8D8BDEB,CUST100070274,2026-07-18,2026-08-08,355.25,28.42,383.67,Paid
INV22406CE69B,CUST100091141,2025-11-18,2025-12-09,159.34,12.75,172.09,Paid
INV5CFFCFC864,CUST100017356,2026-02-27,2026-03-20,34.92,2.79,37.71,Unpaid
INVB99F078433,CUST100094853,2025-10-11,2025-11-01,308.16,24.65,332.81,Partially Paid
INVE570E00613,CUST100096732,2025-08-25,2025-09-15,227.74,18.22,245.96,Paid
INV6CED895ABC,CUST100017807,2025-12-16,2026-01-06,135.06,10.8,145.86,Unpaid
INV2A3A338FD2,CUST100008372,2026-04-11,2026-05-02,149.75,11.98,161.73,Paid
INV80BB17C097,CUST100047579,2026-05-29,2026-06-19,345.18,27.61,372.79,Overdue
INVB8AE86CB52,CUST100002600,2026-04-03,2026-04-24,340.36,27.23,367.59,Paid
INV3DDB3AD7C3,CUST100070370,2025-10-02,2025-10-23,265.87,21.27,287.14,Paid
INVCC30F82A15,CUST100042085,2026-03-18,2026-04-08,100.59,8.05,108.64,Unpaid
INVE90F9973CE,CUST100066351,2026-02-06,2026-02-27,241.35,19.31,260.66,Partially Paid
INVD324A1C9D9,CUST100042041,2025-10-16,2025-11-06,372.66,29.81,402.47,Paid
INVECFF262EA9,CUST100001452,2025-11-07,2025-11-28,139.16,11.13,150.29,Paid
INV05007ACFA6,CUST100072915,2026-07-07,2026-07-28,346.18,27.69,373.87,Paid
INVFBF929CD30,CUST100016142,2026-06-29,2026-07-20,41.85,3.35,45.2,Overdue
INV6F3556113F,CUST100090118,2025-10-20,2025-11-10,214.34,17.15,231.49,Paid
INV21BB09F7BC,CUST100034207,2025-09-18,2025-10-09,32.85,2.63,35.48,Paid
INVF44EF66B4E,CUST100058508,2025-09-28,2025-10-19,163.83,13.11,176.94,Unpaid
INVB41AAB106D,CUST100005529,2025-08-25,2025-09-15,45.33,3.63,48.96,Paid
INV97AF8E2E66,CUST100044520,2026-06-08,2026-06-29,63.45,5.08,68.53,Overdue
INV1F455B925B,CUST100034972,2025-09-04,2025-09-25,357.29,28.58,385.87,Unpaid
INVEB0C8814DB,CUST100036521,2025-11-23,2025-12-14,58.57,4.69,63.26,Paid
INV7E6554C987,CUST100051226,2026-03-08,2026-03-29,25.75,2.06,27.81,Paid
INVEF68233C59,CUST100076379,2025-12-11,2026-01-01,343.99,27.52,371.51,Paid
INVB6CC469DA4,CUST100050620,2025-11-12,2025-12-03,40.05,3.2,43.25,Paid
INVD6D60A5E19,CUST100034423,2025-09-29,2025-10-20,251.69,20.14,271.83,Overdue
INVCBBA54C219,CUST100073396,2026-07-20,2026-08-10,228.2,18.26,246.46,Paid
INVA896C7E03B,CUST100094657,2025-10-29,2025-11-19,353.52,28.28,381.8,Paid
INV202153A0B8,CUST100075458,2026-03-13,2026-04-03,151.67,12.13,163.8,Partially Paid
INVC2DDD6A7BA,CUST100095080,2025-09-25,2025-10-16,381.07,30.49,411.56,Paid
INV4BC1FFEA56,CUST100052397,2025-08-21,2025-09-11,132.05,10.56,142.61,Partially Paid
INV921F249036,CUST100029646,2025-08-31,2025-09-21,272.05,21.76,293.81,Overdue
INV8EC7BE03CA,CUST100084979,2026-07-20,2026-08-10,130.77,10.46,141.23,Paid
INV750A3B597D,CUST100016368,2025-08-15,2025-09-05,124.55,9.96,134.51,Partially Paid
INV270544F6BC,CUST100075522,2026-03-16,2026-04-06,289.12,23.13,312.25,Paid
INVBF5B709BF7,CUST100024320,2026-01-27,2026-02-17,132.73,10.62,143.35,Paid
INV5913200D35,CUST100040335,2026-01-15,2026-02-05,80.63,6.45,87.08,Paid
INV92004113B6,CUST100042731,2025-08-25,2025-09-15,231.65,18.53,250.18,Paid
INV7B56A1BF60,CUST100041560,2026-03-01,2026-03-22,367.34,29.39,396.73,Paid
INV63ADD357F1,CUST100016168,2025-10-07,2025-10-28,317.27,25.38,342.65,Paid
INVBF0F7BC95A,CUST100085497,2025-09-25,2025-10-16,67.16,5.37,72.53,Paid
INV8774FF199D,CUST100013219,2025-10-29,2025-11-19,241.99,19.36,261.35,Paid
INVC4CAC158BA,CUST100098619,2025-12-15,2026-01-05,60.79,4.86,65.65,Paid
INVF366D851D1,CUST100083933,2025-08-29,2025-09-19,119.28,9.54,128.82,Paid
INVE7BD36FFFC,CUST100056099,2026-01-03,2026-01-24,47.58,3.81,51.39,Paid
INVED2D903A4A,CUST100029249,2026-01-23,2026-02-13,312.69,25.02,337.71,Paid
INV381742030D,CUST100021654,2025-08-16,2025-09-06,299.62,23.97,323.59,Paid
INVD3A986D02E,CUST100009980,2025-12-01,2025-12-22,143.97,11.52,155.49,Paid
INV020866CA7D,CUST100097496,2025-11-11,2025-12-02,398.25,31.86,430.11,Paid
INVCDACFAA5C9,CUST100030429,2026-07-18,2026-08-08,129.24,10.34,139.58,Partially Paid
INV70AAB5662E,CUST100063439,2025-08-03,2025-08-24,341.65,27.33,368.98,Paid
INV31ED12F7D3,CUST100026005,2025-12-22,2026-01-12,279.8,22.38,302.18,Unpaid
INV55A7D05D00,CUST100081341,2026-06-29,2026-07-20,272.87,21.83,294.7,Overdue
INV3A6EF06E03,CUST100025778,2025-11-03,2025-11-24,325.87,26.07,351.94,Paid
INVEE0D4043B5,CUST100009650,2026-01-07,2026-01-28,138.3,11.06,149.36,Paid
INV8DC2631B1F,CUST100047492,2025-08-11,2025-09-01,376.01,30.08,406.09,Overdue
INV303C12568A,CUST100074597,2026-04-12,2026-05-03,222.5,17.8,240.3,Overdue
INV1175586B85,CUST100056003,2026-07-15,2026-08-05,350.67,28.05,378.72,Partially Paid
INV3CB90716A2,CUST100024891,2025-08-16,2025-09-06,214.86,17.19,232.05,Paid
INV6708C27136,CUST100094248,2026-01-08,2026-01-29,319.76,25.58,345.34,Paid
INVAD2DB11EF8,CUST100001242,2026-01-29,2026-02-19,377.88,30.23,408.11,Paid
INV8E35909C58,CUST100093704,2026-07-21,2026-08-11,139.75,11.18,150.93,Paid
INVBB941E3795,CUST100036497,2026-02-21,2026-03-14,132.85,10.63,143.48,Unpaid
INV90530E438F,CUST100078059,2026-03-31,2026-04-21,155.64,12.45,168.09,Unpaid
INVB1DF49FFA1,CUST100096050,2026-01-03,2026-01-24,174.14,13.93,188.07,Paid
INV24469A00AD,CUST100092525,2026-06-11,2026-07-02,377.27,30.18,407.45,Paid
INVCACC93E424,CUST100035968,2026-07-22,2026-08-12,31.37,2.51,33.88,Paid
INV8BEABE1496,CUST100043240,2026-03-13,2026-04-03,225.77,18.06,243.83,Paid
INV198AE6746A,CUST100000778,2026-06-21,2026-07-12,103.07,8.25,111.32,Unpaid
INV2DA7770C0A,CUST100078142,2026-05-15,2026-06-05,356.37,28.51,384.88,Paid
INV822B4ECAB5,CUST100081699,2026-07-12,2026-08-02,89.93,7.19,97.12,Paid
INV1E623710D8,CUST100083675,2026-02-14,2026-03-07,128.23,10.26,138.49,Partially Paid
INVEEA10131F2,CUST100001163,2026-03-22,2026-04-12,122.02,9.76,131.78,Paid
INVE0636729A4,CUST100050740,2025-09-13,2025-10-04,121.2,9.7,130.9,Overdue
INV57F696DEED,CUST100024156,2025-11-10,2025-12-01,62.48,5.0,67.48,Paid
INV9C92CD94DA,CUST100010436,2026-03-21,2026-04-11,160.31,12.82,173.13,Paid
INVB8B9F68311,CUST100012373,2026-03-26,2026-04-16,121.05,9.68,130.73,Paid
INV380C8A05C7,CUST100090595,2026-06-27,2026-07-18,168.69,13.5,182.19,Paid
INVBA09E7643B,CUST100007152,2026-01-28,2026-02-18,266.83,21.35,288.18,Paid
INV8889B054F8,CUST100038949,2025-09-13,2025-10-04,54.57,4.37,58.94,Paid
INV234D38A6C9,CUST100043065,2026-03-01,2026-03-22,396.23,31.7,427.93,Unpaid
INV61E48A9082,CUST100088922,2026-06-26,2026-07-17,192.6,15.41,208.01,Paid
INV21E8ED169B,CUST100013054,2026-03-05,2026-03-26,47.21,3.78,50.99,Paid
INV3F328246BC,CUST100038695,2026-07-04,2026-07-25,47.05,3.76,50.81,Overdue
INVA566D5479B,CUST100021947,2025-09-17,2025-10-08,322.38,25.79,348.17,Paid
INV1E05779D4E,CUST100039313,2026-06-08,2026-06-29,188.76,15.1,203.86,Paid
INV17E88EAD37,CUST100036991,2026-05-17,2026-06-07,81.27,6.5,87.77,Paid
INVDC71EE3737,CUST100055933,2025-08-26,2025-09-16,324.19,25.94,350.13,Unpaid
INVDD16CBACB6,CUST100009878,2026-01-13,2026-02-03,91.77,7.34,99.11,Paid
INV19D489E65A,CUST100002241,2025-10-31,2025-11-21,380.23,30.42,410.65,Paid
INVDE60291147,CUST100053568,2026-06-27,2026-07-18,254.67,20.37,275.04,Paid
INVD50B0C3B2D,CUST100043043,2025-08-23,2025-09-13,212.21,16.98,229.19,Paid
INVED178DD7C4,CUST100073741,2026-07-23,2026-08-13,154.5,12.36,166.86,Paid
INV65C552A1FF,CUST100026127,2025-11-15,2025-12-06,173.42,13.87,187.29,Paid
INV052DE6F60F,CUST100095024,2026-03-07,2026-03-28,335.14,26.81,361.95,Overdue
INV308A2D3648,CUST100000838,2026-02-02,2026-02-23,109.19,8.74,117.93,Partially Paid
INV0D4810F421,CUST100096148,2025-08-24,2025-09-14,143.86,11.51,155.37,Paid
INVBE3D7D56EE,CUST100086993,2026-05-28,2026-06-18,325.76,26.06,351.82,Paid
INV0CF23DD132,CUST100000398,2026-03-11,2026-04-01,380.51,30.44,410.95,Overdue
INVFF7C25C52A,CUST100073962,2026-02-26,2026-03-19,178.09,14.25,192.34,Paid
INV2EBC7E5EE3,CUST100002044,2026-06-12,2026-07-03,31.66,2.53,34.19,Unpaid
INVBC53B73192,CUST100079263,2026-04-25,2026-05-16,23.4,1.87,25.27,Unpaid
INV975CF472C4,CUST100043483,2025-11-19,2025-12-10,159.87,12.79,172.66,Paid
INVB5C9D9EF24,CUST100050955,2025-08-03,2025-08-24,325.12,26.01,351.13,Paid
INVEF42CF5692,CUST100031747,2026-05-27,2026-06-17,103.34,8.27,111.61,Paid
INV411AF1D628,CUST100035996,2025-11-22,2025-12-13,136.52,10.92,147.44,Unpaid
INV5E9B102A29,CUST100087095,2025-11-01,2025-11-22,393.12,31.45,424.57,Paid
INV5214AFA07B,CUST100044195,2025-08-27,2025-09-17,330.7,26.46,357.16,Paid
INV0E01AE281B,CUST100070467,2025-11-16,2025-12-07,25.66,2.05,27.71,Overdue
INV42A4F05975,CUST100040082,2026-07-07,2026-07-28,132.92,10.63,143.55,Paid
INVD7D40292C0,CUST100008725,2025-11-27,2025-12-18,255.68,20.45,276.13,Paid
INV8A9B79EADA,CUST100042585,2026-06-25,2026-07-16,162.13,12.97,175.1,Paid
INVB80BF37477,CUST100010408,2026-05-31,2026-06-21,150.86,12.07,162.93,Partially Paid
INV2767C39BB6,CUST100006735,2026-05-01,2026-05-22,63.49,5.08,68.57,Paid
INV57682C35CE,CUST100085554,2026-03-16,2026-04-06,36.33,2.91,39.24,Paid
INVC21FA7C5F9,CUST100073977,2026-03-12,2026-04-02,154.01,12.32,166.33,Paid
INV5EA9829350,CUST100099104,2025-12-09,2025-12-30,58.17,4.65,62.82,Paid
INVB964973DE3,CUST100023243,2026-02-07,2026-02-28,119.31,9.54,128.85,Paid
INV10793F785E,CUST100034922,2026-01-06,2026-01-27,96.74,7.74,104.48,Paid
